transaction_id,status,bank,region,hour,payment_mode,timestamp,day,month,peak_hour,failure_reason,failed_payment_mode
2252,Success,ICICI,Bengaluru,17,Net Banking,2025-02-10,Saturday,February,9,,
2253,Success,HDFC,Mumbai,13,Card,2025-03-18,Wednesday,January,12,,
2254,Success,PNB,Chennai,14,Net Banking,2025-05-06,Sunday,March,21,,
2255,Success,SBI,Kolkata,16,Wallet,2025-04-12,Friday,March,21,,
2256,Success,AXIS,Mumbai,2,UPI,2025-06-27,Thursday,April,21,,
2257,Success,ICICI,Delhi,11,Card,2025-01-23,Saturday,May,18,,
2258,Success,BOB,Hyderabad,2,UPI,2025-05-19,Tuesday,January,12,,
2259,Success,SBI,Pune,6,Net Banking,2025-03-09,Saturday,June,12,,
2260,Success,SBI,Kolkata,11,UPI,2025-01-14,Wednesday,April,18,,
2261,Failure,SBI,Kolkata,20,Wallet,2025-02-28,Tuesday,April,21,Invalid UPI ID,Wallet
2262,Success,Kotak,Delhi,1,Card,2025-03-18,Wednesday,June,21,,
2263,Success,PNB,Delhi,8,UPI,2025-04-02,Wednesday,May,18,,
2264,Success,AXIS,Pune,21,UPI,2025-04-24,Tuesday,June,21,,
2265,Failure,SBI,Pune,16,Wallet,2025-05-19,Sunday,February,9,Insufficient Balance,Wallet
2266,Success,AXIS,Kolkata,1,Wallet,2025-03-04,Friday,June,21,,
2267,Success,AXIS,Kolkata,2,Card,2025-02-10,Saturday,March,18,,
2268,Success,BOB,Kolkata,0,Card,2025-02-14,Wednesday,January,21,,
2269,Success,SBI,Pune,14,Card,2025-05-03,Saturday,June,12,,
2270,Success,HDFC,Chennai,4,UPI,2025-05-28,Sunday,April,9,,
2271,Success,PNB,Pune,22,Wallet,2025-04-18,Thursday,April,9,,
2272,Success,PNB,Chennai,17,UPI,2025-06-15,Monday,February,12,,
2273,Success,Kotak,Chennai,9,Net Banking,2025-04-12,Friday,April,9,,
2274,Success,Kotak,Kolkata,7,Net Banking,2025-04-27,Sunday,January,18,,
2275,Success,HDFC,Kolkata,14,Net Banking,2025-06-08,Wednesday,February,21,,
2276,Success,HDFC,Bengaluru,13,Net Banking,2025-02-20,Friday,June,21,,
2277,Success,BOB,Kolkata,2,Net Banking,2025-03-05,Friday,May,21,,
2278,Success,ICICI,Hyderabad,11,Wallet,2025-01-14,Tuesday,April,9,,
2279,Success,PNB,Kolkata,8,UPI,2025-05-26,Wednesday,March,9,,
2280,Success,Kotak,Chennai,13,Wallet,2025-01-06,Tuesday,March,21,,
2281,Success,PNB,Bengaluru,15,UPI,2025-05-19,Tuesday,June,9,,
2282,Success,HDFC,Hyderabad,17,UPI,2025-03-06,Sunday,April,9,,
2283,Failure,PNB,Hyderabad,23,Wallet,2025-01-13,Friday,June,18,Insufficient Balance,Wallet
2284,Success,PNB,Pune,20,Net Banking,2025-06-11,Saturday,June,21,,
2285,Failure,Kotak,Kolkata,17,Net Banking,2025-02-05,Friday,March,18,Invalid UPI ID,Net Banking
2286,Success,PNB,Delhi,12,UPI,2025-02-24,Tuesday,January,12,,
2287,Success,HDFC,Delhi,13,UPI,2025-05-07,Saturday,March,9,,
2288,Success,SBI,Hyderabad,0,Net Banking,2025-04-25,Wednesday,May,21,,
2289,Success,HDFC,Pune,21,Wallet,2025-04-22,Sunday,March,21,,
2290,Success,ICICI,Mumbai,21,Net Banking,2025-02-16,Wednesday,February,21,,
2291,Success,Kotak,Bengaluru,12,UPI,2025-02-08,Friday,January,12,,
2292,Success,SBI,Delhi,21,Card,2025-01-22,Friday,May,21,,
2293,Success,PNB,Hyderabad,1,Wallet,2025-03-10,Thursday,April,9,,
2294,Success,HDFC,Delhi,22,Net Banking,2025-03-27,Tuesday,March,21,,
2295,Success,BOB,Mumbai,21,Wallet,2025-03-08,Thursday,May,21,,
2296,Failure,Kotak,Hyderabad,2,Wallet,2025-03-03,Wednesday,March,21,Wrong PIN,Wallet
2297,Success,Kotak,Pune,20,UPI,2025-05-08,Sunday,February,21,,
2298,Success,AXIS,Pune,5,Wallet,2025-04-11,Wednesday,April,12,,
2299,Success,Kotak,Mumbai,16,Wallet,2025-01-18,Friday,May,9,,
2300,Success,AXIS,Pune,14,Card,2025-01-10,Thursday,February,18,,
2301,Success,Kotak,Hyderabad,0,UPI,2025-06-08,Monday,January,18,,
2302,Success,BOB,Kolkata,12,Net Banking,2025-05-09,Thursday,May,12,,
2303,Success,BOB,Kolkata,11,Wallet,2025-06-27,Tuesday,January,12,,
2304,Success,ICICI,Delhi,9,UPI,2025-01-03,Wednesday,May,9,,
2305,Success,HDFC,Kolkata,18,Net Banking,2025-03-15,Tuesday,February,18,,
2306,Failure,ICICI,Mumbai,12,Net Banking,2025-03-19,Friday,March,12,Network Issue,Net Banking
2307,Success,PNB,Kolkata,10,Net Banking,2025-05-01,Sunday,April,12,,
2308,Success,PNB,Pune,15,Wallet,2025-03-06,Sunday,March,21,,
2309,Success,PNB,Pune,11,Card,2025-04-15,Thursday,February,18,,
2310,Success,ICICI,Mumbai,8,Net Banking,2025-03-13,Friday,April,9,,
2311,Failure,ICICI,Pune,0,Net Banking,2025-01-07,Friday,March,9,Invalid UPI ID,Net Banking
2312,Success,SBI,Chennai,15,Card,2025-03-11,Monday,February,9,,
2313,Success,AXIS,Bengaluru,20,Net Banking,2025-02-21,Friday,May,18,,
2314,Success,BOB,Mumbai,4,Net Banking,2025-01-25,Friday,January,18,,
2315,Success,BOB,Kolkata,23,Wallet,2025-05-03,Friday,February,21,,
2316,Success,Kotak,Pune,10,Card,2025-06-04,Monday,January,18,,
2317,Failure,BOB,Delhi,5,Net Banking,2025-03-23,Saturday,May,21,Wrong PIN,Net Banking
2318,Success,SBI,Hyderabad,11,Card,2025-02-15,Monday,May,12,,
2319,Success,HDFC,Hyderabad,6,Net Banking,2025-03-16,Sunday,April,18,,
2320,Success,SBI,Mumbai,8,Net Banking,2025-02-06,Thursday,June,21,,
2321,Success,Kotak,Bengaluru,23,Card,2025-04-02,Wednesday,May,18,,
2322,Success,BOB,Pune,3,Wallet,2025-05-10,Friday,March,21,,
2323,Success,HDFC,Hyderabad,20,UPI,2025-06-10,Monday,January,18,,
2324,Failure,Kotak,Pune,12,Card,2025-03-24,Wednesday,January,12,Insufficient Balance,Card
2325,Success,BOB,Delhi,10,Net Banking,2025-01-28,Saturday,May,12,,
2326,Success,PNB,Kolkata,17,Net Banking,2025-03-17,Sunday,June,9,,
2327,Success,HDFC,Delhi,2,Card,2025-04-05,Wednesday,March,12,,
2328,Failure,AXIS,Chennai,15,Card,2025-02-28,Friday,January,9,Daily Limit Exceeded,Card
2329,Success,Kotak,Bengaluru,4,Net Banking,2025-04-10,Wednesday,April,12,,
2330,Success,ICICI,Hyderabad,8,Wallet,2025-02-08,Saturday,January,9,,
2331,Success,BOB,Bengaluru,7,Card,2025-01-15,Friday,January,12,,
2332,Success,Kotak,Chennai,17,UPI,2025-03-01,Sunday,April,18,,
2333,Failure,Kotak,Chennai,8,Card,2025-01-13,Thursday,January,21,Bank Server Down,Card
2334,Success,AXIS,Hyderabad,20,Net Banking,2025-02-01,Monday,March,21,,
2335,Success,AXIS,Delhi,4,Wallet,2025-02-15,Wednesday,May,18,,
2336,Success,BOB,Mumbai,5,Wallet,2025-01-10,Sunday,May,12,,
2337,Success,SBI,Pune,2,Wallet,2025-06-24,Tuesday,January,21,,
2338,Success,AXIS,Kolkata,13,Net Banking,2025-02-16,Tuesday,April,18,,
2339,Success,SBI,Delhi,17,Card,2025-05-24,Sunday,February,21,,
2340,Success,PNB,Delhi,5,Wallet,2025-06-15,Tuesday,April,18,,
2341,Success,BOB,Bengaluru,6,Card,2025-05-28,Monday,March,9,,
2342,Success,SBI,Delhi,10,Wallet,2025-04-11,Saturday,January,21,,
2343,Success,HDFC,Delhi,2,Net Banking,2025-01-26,Saturday,February,9,,
2344,Success,PNB,Bengaluru,14,Card,2025-04-09,Tuesday,January,18,,
2345,Success,SBI,Pune,12,UPI,2025-04-18,Saturday,April,12,,
2346,Success,ICICI,Kolkata,20,Net Banking,2025-06-22,Monday,May,18,,
2347,Failure,AXIS,Kolkata,16,Net Banking,2025-01-28,Monday,January,18,Bank Server Down,Net Banking
2348,Success,HDFC,Hyderabad,3,UPI,2025-02-09,Wednesday,May,12,,
2349,Success,ICICI,Chennai,13,Wallet,2025-06-01,Wednesday,May,9,,
2350,Success,PNB,Pune,4,UPI,2025-02-11,Saturday,January,21,,
2351,Success,ICICI,Delhi,3,Wallet,2025-02-20,Sunday,May,12,,
2352,Success,HDFC,Bengaluru,2,Net Banking,2025-04-12,Wednesday,February,18,,
2353,Success,SBI,Chennai,15,Net Banking,2025-02-25,Saturday,May,18,,
2354,Success,Kotak,Mumbai,20,Net Banking,2025-02-15,Saturday,January,18,,
2355,Success,SBI,Chennai,7,UPI,2025-04-15,Saturday,February,12,,
2356,Success,BOB,Delhi,2,Net Banking,2025-01-15,Friday,February,21,,
2357,Success,PNB,Chennai,19,UPI,2025-04-23,Friday,February,21,,
2358,Success,PNB,Mumbai,19,Wallet,2025-06-27,Monday,February,18,,
2359,Success,HDFC,Chennai,21,Wallet,2025-05-16,Saturday,May,21,,
2360,Success,HDFC,Mumbai,20,Net Banking,2025-05-09,Wednesday,January,12,,
2361,Success,BOB,Kolkata,14,Wallet,2025-05-06,Tuesday,January,12,,
2362,Success,BOB,Bengaluru,5,Card,2025-01-05,Saturday,April,12,,
2363,Success,PNB,Chennai,3,Net Banking,2025-02-05,Thursday,June,21,,
2364,Success,Kotak,Chennai,6,Card,2025-02-15,Saturday,March,12,,
2365,Success,ICICI,Pune,15,Wallet,2025-03-13,Saturday,January,21,,
2366,Failure,BOB,Hyderabad,13,Net Banking,2025-02-07,Sunday,April,9,Bank Server Down,Net Banking
2367,Success,AXIS,Delhi,16,Net Banking,2025-01-17,Saturday,March,12,,
2368,Success,BOB,Bengaluru,11,Net Banking,2025-05-15,Saturday,May,12,,
2369,Success,AXIS,Pune,6,Card,2025-03-19,Saturday,June,18,,
2370,Success,Kotak,Hyderabad,5,Card,2025-06-06,Wednesday,May,18,,
2371,Success,SBI,Pune,10,Net Banking,2025-06-14,Thursday,April,12,,
2372,Success,Kotak,Delhi,19,Wallet,2025-06-04,Friday,April,12,,
2373,Success,AXIS,Mumbai,23,Card,2025-01-19,Monday,April,21,,
2374,Failure,ICICI,Mumbai,17,Net Banking,2025-06-03,Thursday,January,18,Wrong PIN,Net Banking
2375,Success,BOB,Chennai,3,Net Banking,2025-05-20,Friday,April,9,,
2376,Success,AXIS,Pune,11,Net Banking,2025-04-12,Wednesday,March,9,,
2377,Success,Kotak,Pune,22,Wallet,2025-04-04,Saturday,June,18,,
2378,Success,SBI,Kolkata,2,Net Banking,2025-05-17,Tuesday,January,18,,
2379,Success,SBI,Hyderabad,14,Card,2025-05-23,Sunday,January,9,,
2380,Success,AXIS,Chennai,17,Net Banking,2025-06-07,Wednesday,June,21,,
2381,Success,SBI,Bengaluru,7,Card,2025-05-25,Monday,March,18,,
2382,Success,Kotak,Hyderabad,17,Net Banking,2025-04-14,Saturday,June,18,,
2383,Success,ICICI,Delhi,8,UPI,2025-03-06,Thursday,March,21,,
2384,Success,BOB,Hyderabad,9,Card,2025-01-15,Thursday,June,9,,
2385,Success,SBI,Hyderabad,0,Card,2025-03-27,Friday,March,21,,
2386,Success,SBI,Delhi,18,Net Banking,2025-02-11,Saturday,June,18,,
2387,Failure,AXIS,Bengaluru,22,Net Banking,2025-02-15,Sunday,May,18,Bank Server Down,Net Banking
2388,Success,Kotak,Kolkata,15,UPI,2025-02-13,Friday,March,12,,
2389,Success,SBI,Mumbai,13,Wallet,2025-01-12,Thursday,April,18,,
2390,Success,AXIS,Pune,16,UPI,2025-01-08,Sunday,January,18,,
2391,Success,AXIS,Delhi,9,UPI,2025-06-23,Monday,May,9,,
2392,Success,BOB,Bengaluru,11,Card,2025-03-09,Friday,March,12,,
2393,Success,AXIS,Hyderabad,6,Net Banking,2025-03-05,Sunday,March,18,,
2394,Failure,BOB,Bengaluru,23,Net Banking,2025-05-08,Thursday,February,12,Invalid UPI ID,Net Banking
2395,Success,BOB,Bengaluru,13,UPI,2025-01-10,Wednesday,February,12,,
2396,Success,BOB,Delhi,19,Net Banking,2025-02-21,Monday,January,18,,
2397,Success,AXIS,Chennai,22,Wallet,2025-01-14,Saturday,January,9,,
2398,Success,BOB,Hyderabad,3,Wallet,2025-05-10,Saturday,June,18,,
2399,Success,AXIS,Kolkata,8,Wallet,2025-05-02,Saturday,April,9,,
2400,Success,HDFC,Chennai,12,Net Banking,2025-03-25,Tuesday,June,12,,
2401,Success,ICICI,Hyderabad,3,Net Banking,2025-04-26,Sunday,April,9,,
2402,Success,BOB,Mumbai,17,Card,2025-06-08,Tuesday,March,9,,
2403,Success,Kotak,Mumbai,7,Card,2025-03-13,Saturday,January,18,,
2404,Success,ICICI,Pune,2,Wallet,2025-05-06,Monday,June,9,,
2405,Success,SBI,Delhi,15,Net Banking,2025-01-18,Sunday,February,21,,
2406,Success,HDFC,Delhi,1,Card,2025-06-26,Monday,June,18,,
2407,Success,AXIS,Hyderabad,0,Wallet,2025-05-05,Wednesday,May,21,,
2408,Success,ICICI,Kolkata,2,UPI,2025-03-06,Saturday,January,18,,
2409,Failure,Kotak,Hyderabad,12,Wallet,2025-03-10,Thursday,April,12,Daily Limit Exceeded,Wallet
2410,Success,PNB,Hyderabad,12,UPI,2025-04-01,Monday,April,12,,
2411,Success,Kotak,Mumbai,8,Wallet,2025-05-11,Wednesday,May,12,,
2412,Success,HDFC,Bengaluru,17,Card,2025-04-13,Friday,May,12,,
2413,Success,BOB,Delhi,10,Wallet,2025-02-13,Friday,May,18,,
2414,Failure,PNB,Kolkata,14,Card,2025-06-28,Saturday,January,18,Invalid UPI ID,Card
2415,Success,Kotak,Kolkata,20,Net Banking,2025-01-20,Wednesday,January,21,,
2416,Success,BOB,Pune,20,UPI,2025-01-08,Saturday,March,12,,
2417,Failure,ICICI,Mumbai,5,Wallet,2025-03-11,Thursday,January,9,Network Issue,Wallet
2418,Success,SBI,Kolkata,13,Card,2025-01-10,Saturday,April,9,,
2419,Success,HDFC,Kolkata,3,UPI,2025-01-10,Saturday,June,18,,
2420,Success,Kotak,Chennai,22,UPI,2025-02-27,Wednesday,March,9,,
2421,Success,BOB,Hyderabad,17,Card,2025-01-27,Wednesday,January,21,,
2422,Success,ICICI,Chennai,12,Wallet,2025-05-02,Sunday,May,12,,
2423,Failure,AXIS,Pune,20,Card,2025-06-10,Friday,February,21,Network Issue,Card
2424,Success,ICICI,Pune,2,Wallet,2025-03-02,Friday,April,18,,
2425,Success,BOB,Bengaluru,15,Wallet,2025-01-02,Friday,April,9,,
2426,Success,ICICI,Pune,23,Net Banking,2025-03-10,Saturday,June,18,,
2427,Success,AXIS,Bengaluru,9,Card,2025-01-21,Wednesday,April,9,,
2428,Failure,BOB,Mumbai,12,Card,2025-01-11,Wednesday,April,12,Insufficient Balance,Card
2429,Success,Kotak,Mumbai,11,Wallet,2025-02-12,Monday,April,18,,
2430,Success,BOB,Chennai,15,Card,2025-01-05,Tuesday,January,21,,
2431,Success,Kotak,Hyderabad,15,Card,2025-05-20,Sunday,March,9,,
2432,Success,PNB,Pune,0,Wallet,2025-01-08,Wednesday,January,12,,
2433,Success,PNB,Delhi,10,Net Banking,2025-04-14,Friday,January,21,,
2434,Success,BOB,Kolkata,18,Card,2025-04-16,Thursday,June,18,,
2435,Success,PNB,Chennai,14,Net Banking,2025-05-01,Wednesday,March,9,,
2436,Failure,ICICI,Chennai,0,Wallet,2025-01-17,Thursday,June,12,Daily Limit Exceeded,Wallet
2437,Success,Kotak,Pune,22,Net Banking,2025-05-06,Wednesday,March,12,,
2438,Success,ICICI,Kolkata,11,UPI,2025-06-08,Wednesday,May,12,,
2439,Failure,BOB,Delhi,0,Card,2025-02-06,Thursday,June,18,Bank Server Down,Card
2440,Success,HDFC,Chennai,9,Wallet,2025-01-07,Friday,May,9,,
2441,Success,Kotak,Chennai,2,Wallet,2025-04-06,Thursday,March,21,,
2442,Success,Kotak,Delhi,13,Wallet,2025-06-03,Sunday,June,9,,
2443,Success,AXIS,Chennai,6,Card,2025-04-06,Monday,March,21,,
2444,Success,ICICI,Pune,17,UPI,2025-03-03,Friday,January,9,,
2445,Success,Kotak,Mumbai,7,Card,2025-06-19,Thursday,January,21,,
2446,Success,PNB,Pune,14,Wallet,2025-03-08,Wednesday,March,12,,
2447,Success,Kotak,Delhi,20,Net Banking,2025-05-07,Saturday,March,9,,
2448,Success,HDFC,Chennai,8,UPI,2025-02-19,Tuesday,January,21,,
2449,Success,Kotak,Bengaluru,4,UPI,2025-04-09,Friday,May,21,,
2450,Success,HDFC,Chennai,9,UPI,2025-06-25,Tuesday,March,9,,
2451,Success,BOB,Chennai,23,Net Banking,2025-04-08,Monday,April,18,,
2452,Success,HDFC,Hyderabad,15,Wallet,2025-05-22,Thursday,February,21,,
2453,Success,AXIS,Delhi,18,Card,2025-01-04,Sunday,March,18,,
2454,Success,HDFC,Bengaluru,16,Card,2025-01-08,Thursday,May,21,,
2455,Success,ICICI,Hyderabad,19,UPI,2025-03-01,Tuesday,June,21,,
2456,Success,HDFC,Pune,4,Card,2025-01-23,Wednesday,February,12,,
2457,Failure,AXIS,Hyderabad,7,Card,2025-01-17,Monday,January,18,Bank Server Down,Card
2458,Success,SBI,Pune,22,Card,2025-02-04,Friday,May,18,,
2459,Success,ICICI,Chennai,18,Card,2025-05-04,Friday,January,18,,
2460,Success,AXIS,Chennai,4,Card,2025-06-05,Tuesday,April,18,,
2461,Success,Kotak,Delhi,23,UPI,2025-06-12,Saturday,May,12,,
2462,Success,SBI,Kolkata,3,Wallet,2025-04-25,Saturday,June,12,,
2463,Failure,Kotak,Delhi,7,Net Banking,2025-06-08,Sunday,June,21,Daily Limit Exceeded,Net Banking
2464,Success,PNB,Pune,21,Card,2025-05-09,Tuesday,March,21,,
2465,Success,SBI,Hyderabad,3,Net Banking,2025-04-11,Tuesday,June,18,,
2466,Success,ICICI,Pune,7,UPI,2025-03-24,Tuesday,May,9,,
2467,Success,ICICI,Delhi,8,Card,2025-02-16,Sunday,January,12,,
2468,Success,ICICI,Kolkata,8,Card,2025-04-19,Saturday,May,9,,
2469,Success,HDFC,Mumbai,6,Wallet,2025-01-17,Wednesday,January,12,,
2470,Success,Kotak,Pune,17,Net Banking,2025-06-27,Tuesday,March,12,,
2471,Failure,AXIS,Hyderabad,3,UPI,2025-04-03,Wednesday,May,12,Network Issue,UPI
2472,Success,AXIS,Pune,16,Wallet,2025-01-19,Sunday,April,9,,
2473,Success,HDFC,Hyderabad,19,UPI,2025-04-23,Friday,June,9,,
2474,Success,Kotak,Bengaluru,19,Card,2025-01-26,Wednesday,March,21,,
2475,Success,Kotak,Pune,12,UPI,2025-01-10,Wednesday,April,12,,
2476,Success,PNB,Delhi,6,Net Banking,2025-06-10,Friday,May,18,,
2477,Success,HDFC,Kolkata,22,Card,2025-05-10,Tuesday,May,12,,
2478,Success,SBI,Bengaluru,23,UPI,2025-02-14,Tuesday,June,9,,
2479,Success,BOB,Delhi,12,Net Banking,2025-01-17,Monday,March,12,,
2480,Success,SBI,Hyderabad,0,Card,2025-01-20,Sunday,June,12,,
2481,Failure,PNB,Bengaluru,6,Net Banking,2025-01-03,Monday,June,9,Network Issue,Net Banking
2482,Success,BOB,Hyderabad,9,UPI,2025-01-23,Tuesday,January,9,,
2483,Success,Kotak,Pune,11,Card,2025-02-05,Monday,April,12,,
2484,Success,AXIS,Kolkata,6,Wallet,2025-02-23,Friday,January,21,,
2485,Success,BOB,Pune,13,Net Banking,2025-04-22,Saturday,June,12,,
2486,Success,BOB,Mumbai,10,UPI,2025-01-24,Saturday,February,12,,
2487,Success,Kotak,Chennai,20,UPI,2025-05-17,Thursday,January,12,,
2488,Success,PNB,Chennai,16,Net Banking,2025-04-17,Monday,June,21,,
2489,Success,HDFC,Hyderabad,20,Wallet,2025-03-21,Saturday,January,18,,
2490,Success,SBI,Hyderabad,17,UPI,2025-03-14,Monday,June,9,,
2491,Success,Kotak,Pune,18,Net Banking,2025-04-05,Sunday,June,18,,
2492,Success,ICICI,Delhi,12,Net Banking,2025-04-03,Sunday,January,12,,
2493,Failure,HDFC,Delhi,17,UPI,2025-05-16,Friday,June,9,Invalid UPI ID,UPI
2494,Success,HDFC,Delhi,17,Wallet,2025-01-10,Monday,April,9,,
2495,Success,HDFC,Hyderabad,15,Net Banking,2025-04-03,Friday,March,21,,
2496,Success,AXIS,Mumbai,4,Net Banking,2025-03-18,Saturday,April,12,,
2497,Success,BOB,Chennai,17,Wallet,2025-04-02,Monday,March,21,,
2498,Success,PNB,Chennai,18,Wallet,2025-06-10,Monday,March,18,,
2499,Success,SBI,Delhi,17,Wallet,2025-03-09,Monday,May,9,,
2500,Failure,ICICI,Chennai,6,Wallet,2025-03-07,Sunday,June,18,Daily Limit Exceeded,Wallet
2501,Success,SBI,Bengaluru,14,Card,2025-04-16,Sunday,June,18,,
2502,Failure,SBI,Kolkata,21,Card,2025-04-25,Thursday,June,21,Daily Limit Exceeded,Card
2503,Success,HDFC,Hyderabad,15,Net Banking,2025-02-12,Thursday,April,21,,
2504,Success,HDFC,Bengaluru,10,Card,2025-01-05,Tuesday,June,12,,
2505,Success,PNB,Kolkata,21,Card,2025-02-15,Sunday,February,21,,
2506,Success,ICICI,Chennai,16,Net Banking,2025-01-28,Saturday,February,18,,
2507,Failure,BOB,Chennai,12,Net Banking,2025-06-07,Thursday,April,12,Daily Limit Exceeded,Net Banking
2508,Success,HDFC,Delhi,8,Net Banking,2025-05-08,Tuesday,June,12,,
2509,Success,AXIS,Mumbai,7,Net Banking,2025-05-15,Thursday,March,9,,
2510,Success,AXIS,Mumbai,3,Net Banking,2025-06-19,Sunday,January,9,,
2511,Success,ICICI,Mumbai,17,Wallet,2025-01-24,Saturday,June,18,,
2512,Success,AXIS,Kolkata,5,UPI,2025-06-22,Thursday,February,18,,
2513,Success,ICICI,Pune,23,UPI,2025-01-12,Friday,January,21,,
2514,Success,HDFC,Delhi,0,Wallet,2025-05-25,Friday,March,21,,
2515,Success,PNB,Kolkata,10,Wallet,2025-01-13,Tuesday,March,9,,
2516,Success,PNB,Bengaluru,23,Net Banking,2025-02-02,Friday,April,12,,
2517,Failure,AXIS,Kolkata,7,Card,2025-02-14,Friday,February,12,Invalid UPI ID,Card
2518,Success,PNB,Pune,20,UPI,2025-05-07,Saturday,March,9,,
2519,Success,ICICI,Hyderabad,18,Card,2025-02-07,Friday,April,18,,
2520,Success,HDFC,Chennai,4,Card,2025-04-09,Monday,April,21,,
2521,Success,SBI,Delhi,2,Wallet,2025-01-22,Wednesday,February,21,,
2522,Success,SBI,Delhi,9,UPI,2025-04-16,Tuesday,February,9,,
2523,Success,Kotak,Hyderabad,8,Card,2025-04-10,Sunday,January,18,,
2524,Success,ICICI,Kolkata,6,UPI,2025-01-18,Tuesday,March,18,,
2525,Success,ICICI,Hyderabad,8,Card,2025-04-26,Wednesday,June,21,,
2526,Success,Kotak,Delhi,15,Card,2025-05-19,Saturday,June,18,,
2527,Success,AXIS,Delhi,2,Card,2025-02-10,Thursday,June,9,,
2528,Success,PNB,Kolkata,15,Net Banking,2025-03-22,Saturday,April,18,,
2529,Failure,HDFC,Bengaluru,8,Net Banking,2025-05-08,Monday,January,18,Invalid UPI ID,Net Banking
2530,Success,HDFC,Pune,1,Net Banking,2025-02-06,Friday,February,9,,
2531,Success,AXIS,Kolkata,21,Net Banking,2025-02-19,Friday,April,21,,
2532,Failure,BOB,Bengaluru,23,Card,2025-01-15,Saturday,March,12,Wrong PIN,Card
2533,Failure,ICICI,Bengaluru,1,Card,2025-01-03,Monday,February,12,Insufficient Balance,Card
2534,Success,PNB,Mumbai,9,Net Banking,2025-05-04,Friday,May,9,,
2535,Success,SBI,Bengaluru,7,Wallet,2025-03-09,Friday,March,18,,
2536,Success,HDFC,Delhi,13,Net Banking,2025-04-13,Friday,January,12,,
2537,Success,HDFC,Delhi,8,Card,2025-03-17,Monday,April,21,,
2538,Success,PNB,Delhi,17,Card,2025-06-15,Sunday,June,21,,
2539,Success,ICICI,Kolkata,4,UPI,2025-06-14,Sunday,March,12,,
2540,Failure,HDFC,Pune,16,Card,2025-02-23,Tuesday,April,18,Daily Limit Exceeded,Card
2541,Success,PNB,Hyderabad,11,Net Banking,2025-02-25,Saturday,February,21,,
2542,Success,SBI,Delhi,17,Card,2025-04-09,Wednesday,March,9,,
2543,Success,BOB,Hyderabad,3,UPI,2025-06-20,Wednesday,April,9,,
2544,Success,PNB,Bengaluru,7,Card,2025-01-03,Sunday,June,21,,
2545,Failure,AXIS,Chennai,3,UPI,2025-05-14,Tuesday,February,12,Network Issue,UPI
2546,Success,Kotak,Bengaluru,13,Card,2025-04-18,Sunday,February,18,,
2547,Success,ICICI,Delhi,3,Net Banking,2025-03-27,Saturday,January,9,,
2548,Success,AXIS,Delhi,18,Wallet,2025-04-02,Thursday,February,18,,
2549,Success,BOB,Chennai,10,Net Banking,2025-06-28,Monday,March,12,,
2550,Success,Kotak,Chennai,13,Net Banking,2025-04-21,Saturday,January,12,,
2551,Success,AXIS,Bengaluru,13,Wallet,2025-04-11,Monday,April,21,,
2552,Success,SBI,Chennai,19,Wallet,2025-02-09,Saturday,June,18,,
2553,Success,PNB,Delhi,17,Net Banking,2025-01-09,Sunday,June,12,,
2554,Success,BOB,Chennai,13,Wallet,2025-06-22,Tuesday,May,9,,
2555,Success,ICICI,Bengaluru,18,Net Banking,2025-02-28,Saturday,March,18,,
2556,Success,BOB,Chennai,17,Wallet,2025-03-02,Thursday,January,18,,
2557,Success,Kotak,Bengaluru,22,Card,2025-01-12,Wednesday,January,21,,
2558,Failure,SBI,Hyderabad,5,Card,2025-03-28,Monday,March,21,Wrong PIN,Card
2559,Success,Kotak,Chennai,22,Wallet,2025-03-09,Friday,January,9,,
2560,Success,AXIS,Pune,5,Wallet,2025-06-06,Tuesday,March,12,,
2561,Success,HDFC,Bengaluru,21,Net Banking,2025-02-06,Monday,January,21,,
2562,Success,ICICI,Pune,23,Card,2025-02-19,Monday,April,12,,
2563,Success,PNB,Pune,23,UPI,2025-06-10,Sunday,February,9,,
2564,Success,ICICI,Chennai,21,Card,2025-03-16,Thursday,March,21,,
2565,Success,ICICI,Mumbai,6,Card,2025-05-25,Wednesday,February,12,,
2566,Success,SBI,Mumbai,19,UPI,2025-01-13,Sunday,April,18,,
2567,Success,AXIS,Kolkata,2,Net Banking,2025-06-06,Saturday,June,21,,
2568,Success,Kotak,Hyderabad,6,Net Banking,2025-06-21,Tuesday,May,9,,
2569,Success,HDFC,Delhi,8,Card,2025-02-26,Tuesday,April,18,,
2570,Success,ICICI,Pune,4,Net Banking,2025-06-20,Saturday,January,9,,
2571,Success,PNB,Delhi,3,Wallet,2025-04-06,Monday,January,12,,
2572,Failure,Kotak,Kolkata,7,UPI,2025-05-19,Monday,March,18,Insufficient Balance,UPI
2573,Success,ICICI,Hyderabad,17,Wallet,2025-01-06,Sunday,June,18,,
2574,Success,HDFC,Delhi,17,Net Banking,2025-03-23,Thursday,April,18,,
2575,Success,PNB,Kolkata,20,Net Banking,2025-04-14,Saturday,May,9,,
2576,Success,HDFC,Kolkata,17,Wallet,2025-02-17,Tuesday,April,9,,
2577,Success,Kotak,Delhi,22,Card,2025-06-09,Saturday,April,9,,
2578,Success,Kotak,Hyderabad,8,Net Banking,2025-02-08,Thursday,March,18,,
2579,Success,SBI,Chennai,12,Card,2025-03-03,Monday,January,12,,
2580,Success,SBI,Kolkata,3,UPI,2025-06-07,Monday,April,9,,
2581,Success,PNB,Delhi,5,Net Banking,2025-01-12,Tuesday,May,12,,
